Entity,Code,date,O3
承德,承德,20200707,62.75
承德,承德,20200708,95.82608695652173
承德,承德,20200709,83.95833333333333
承德,承德,20200710,83.25
承德,承德,20200711,101.25
承德,承德,20200712,72.625
承德,承德,20200713,64.83333333333333
承德,承德,20200714,73.625
承德,承德,20200715,84.25
承德,承德,20200716,113.91666666666667
承德,承德,20200717,113.0
承德,承德,20200718,81.04166666666667
承德,承德,20200719,59.958333333333336
承德,承德,20200720,79.70833333333333
承德,承德,20200721,129.08333333333334
承德,承德,20200722,109.20833333333333
承德,承德,20200723,81.08333333333333
承德,承德,20200724,75.25
承德,承德,20200725,88.125
承德,承德,20200726,67.25
承德,承德,20200727,83.20833333333333
承德,承德,20200728,77.125
承德,承德,20200729,78.91666666666667
承德,承德,20200730,91.04166666666667
承德,承德,20200731,85.125
承德,承德,20200801,62.833333333333336
承德,承德,20200802,90.125
承德,承德,20200803,59.291666666666664
承德,承德,20200804,50.75
承德,承德,20200805,76.29166666666667
承德,承德,20200806,90.16666666666667
承德,承德,20200807,95.45833333333333
承德,承德,20200808,106.04166666666667
承德,承德,20200809,98.16666666666667
承德,承德,20200810,73.41666666666667
承德,承德,20200811,75.75
承德,承德,20200812,80.5
承德,承德,20200813,77.5
承德,承德,20200814,51.333333333333336
承德,承德,20200815,54.791666666666664
承德,承德,20200816,68.04166666666667
承德,承德,20200817,46.083333333333336
承德,承德,20200818,37.875
承德,承德,20200819,35.791666666666664
承德,承德,20200820,38.916666666666664
承德,承德,20200821,46.291666666666664
承德,承德,20200822,71.625
承德,承德,20200823,79.125
承德,承德,20200824,77.625
承德,承德,20200825,38.666666666666664
承德,承德,20200826,26.541666666666668
承德,承德,20200827,44.875
承德,承德,20200828,63.5
承德,承德,20200829,75.25
承德,承德,20200830,70.16666666666667
承德,承德,20200831,44.75
承德,承德,20200901,27.458333333333332
承德,承德,20200902,30.291666666666668
承德,承德,20200903,29.625
承德,承德,20200904,22.791666666666668
承德,承德,20200905,66.5
承德,承德,20200906,82.20833333333333
承德,承德,20200907,55.208333333333336
承德,承德,20200908,29.166666666666668
承德,承德,20200909,29.125
承德,承德,20200910,18.75
承德,承德,20200911,10.583333333333334
承德,承德,20200912,29.0
承德,承德,20200913,30.416666666666668
承德,承德,20200914,45.916666666666664
承德,承德,20200915,40.625
承德,承德,20200916,32.791666666666664
承德,承德,20200917,39.833333333333336
承德,承德,20200918,27.041666666666668
承德,承德,20200919,25.25
承德,承德,20200920,26.583333333333332
承德,承德,20200921,51.291666666666664
承德,承德,20200922,35.041666666666664
承德,承德,20200923,27.875
承德,承德,20200924,36.333333333333336
承德,承德,20200925,29.0
承德,承德,20200926,46.25
承德,承德,20200927,69.95
承德,承德,20200928,70.08333333333333
承德,承德,20200929,41.333333333333336
承德,承德,20200930,25.666666666666668
承德,承德,20201001,41.666666666666664
承德,承德,20201002,37.458333333333336
承德,承德,20201003,40.916666666666664
承德,承德,20201004,53.21739130434783
承德,承德,20201005,33.04347826086956
承德,承德,20201006,22.375
承德,承德,20201007,35.666666666666664
承德,承德,20201008,54.5
承德,承德,20201009,65.08333333333333
承德,承德,20201010,51.583333333333336
承德,承德,20201011,45.69565217391305
承德,承德,20201012,29.583333333333332
承德,承德,20201013,36.458333333333336
承德,承德,20201014,32.608695652173914
承德,承德,20201015,28.166666666666668
承德,承德,20201016,40.0
承德,承德,20201017,25.666666666666668
承德,承德,20201018,24.217391304347824
承德,承德,20201019,21.916666666666668
承德,承德,20201020,55.75
承德,承德,20201021,60.81818181818182
承德,承德,20201022,42.583333333333336
承德,承德,20201023,35.13636363636363
承德,承德,20201024,20.208333333333332
承德,承德,20201025,28.304347826086957
承德,承德,20201026,30.041666666666668
承德,承德,20201027,37.166666666666664
承德,承德,20201028,22.458333333333332
承德,承德,20201029,16.916666666666668
承德,承德,20201030,17.791666666666668
承德,承德,20201031,28.958333333333332
承德,承德,20201101,35.26086956521739
承德,承德,20201102,39.166666666666664
承德,承德,20201103,41.541666666666664
承德,承德,20201104,16.0
承德,承德,20201105,16.25
承德,承德,20201106,29.25
承德,承德,20201107,41.458333333333336
承德,承德,20201108,35.041666666666664
承德,承德,20201109,23.625
承德,承德,20201110,16.916666666666668
承德,承德,20201111,12.409090909090908
承德,承德,20201112,27.75
承德,承德,20201113,19.583333333333332
承德,承德,20201114,12.833333333333334
承德,承德,20201115,14.208333333333334
承德,承德,20201116,21.166666666666668
承德,承德,20201117,8.75
承德,承德,20201118,23.333333333333332
承德,承德,20201119,59.166666666666664
承德,承德,20201120,47.375
承德,承德,20201121,25.875
承德,承德,20201122,50.875
承德,承德,20201123,28.458333333333332
承德,承德,20201124,25.166666666666668
承德,承德,20201125,26.608695652173914
承德,承德,20201126,19.041666666666668
承德,承德,20201127,37.458333333333336
承德,承德,20201128,41.958333333333336
承德,承德,20201129,38.34782608695652
承德,承德,20201130,37.708333333333336
承德,承德,20201201,17.25
承德,承德,20201202,39.833333333333336
承德,承德,20201203,55.916666666666664
承德,承德,20201204,48.0
承德,承德,20201205,30.583333333333332
承德,承德,20201206,35.69565217391305
承德,承德,20201207,56.458333333333336
承德,承德,20201208,20.875
承德,承德,20201209,12.875
承德,承德,20201210,13.304347826086957
承德,承德,20201211,19.0
承德,承德,20201212,22.791666666666668
承德,承德,20201213,64.375
承德,承德,20201214,38.21739130434783
承德,承德,20201215,28.35
承德,承德,20201216,19.352941176470587
承德,承德,20201217,22.347826086956523
承德,承德,20201218,51.041666666666664
承德,承德,20201219,19.958333333333332
承德,承德,20201220,28.5
承德,承德,20201221,26.375
承德,承德,20201222,14.25
承德,承德,20201223,36.958333333333336
承德,承德,20201224,43.041666666666664
承德,承德,20201225,17.304347826086957
承德,承德,20201226,12.333333333333334
承德,承德,20201227,12.958333333333334
承德,承德,20201228,22.833333333333332
承德,承德,20201229,60.09090909090909
承德,承德,20201230,65.29166666666667
承德,承德,20201231,36.541666666666664
张家口,张家口,20200101,36.916666666666664
张家口,张家口,20200102,53.583333333333336
张家口,张家口,20200103,51.75
张家口,张家口,20200104,55.708333333333336
张家口,张家口,20200105,33.958333333333336
张家口,张家口,20200106,44.833333333333336
张家口,张家口,20200107,74.16666666666667
张家口,张家口,20200108,63.166666666666664
张家口,张家口,20200109,63.416666666666664
张家口,张家口,20200110,73.70833333333333
张家口,张家口,20200111,65.875
张家口,张家口,20200112,67.54166666666667
张家口,张家口,20200113,67.25
张家口,张家口,20200114,56.0
张家口,张家口,20200115,64.66666666666667
张家口,张家口,20200116,63.208333333333336
张家口,张家口,20200117,66.95833333333333
张家口,张家口,20200118,63.208333333333336
张家口,张家口,20200119,67.125
张家口,张家口,20200120,56.333333333333336
张家口,张家口,20200121,40.69565217391305
张家口,张家口,20200122,47.8421052631579
张家口,张家口,20200123,71.375
张家口,张家口,20200124,62.291666666666664
张家口,张家口,20200125,66.08333333333333
张家口,张家口,20200126,69.45833333333333
张家口,张家口,20200127,86.20833333333333
张家口,张家口,20200128,97.58333333333333
张家口,张家口,20200129,87.29166666666667
张家口,张家口,20200130,79.20833333333333
张家口,张家口,20200131,76.625
张家口,张家口,20200201,71.45833333333333
张家口,张家口,20200202,70.41666666666667
张家口,张家口,20200203,68.16666666666667
张家口,张家口,20200204,73.70833333333333
张家口,张家口,20200205,69.41666666666667
张家口,张家口,20200206,45.166666666666664
张家口,张家口,20200207,64.75
张家口,张家口,20200208,65.45833333333333
张家口,张家口,20200209,77.20833333333333
张家口,张家口,20200210,81.375
张家口,张家口,20200211,84.29166666666667
张家口,张家口,20200212,94.58333333333333
张家口,张家口,20200213,94.625
张家口,张家口,20200214,66.20833333333333
张家口,张家口,20200215,69.625
张家口,张家口,20200216,75.33333333333333
张家口,张家口,20200217,75.79166666666667
张家口,张家口,20200218,72.58333333333333
张家口,张家口,20200219,70.16666666666667
张家口,张家口,20200220,56.166666666666664
张家口,张家口,20200221,70.29166666666667
张家口,张家口,20200222,70.58333333333333
张家口,张家口,20200223,65.125
张家口,张家口,20200224,70.16666666666667
张家口,张家口,20200225,84.83333333333333
张家口,张家口,20200226,78.08333333333333
张家口,张家口,20200227,65.08333333333333
张家口,张家口,20200228,69.88888888888889
张家口,张家口,20200229,60.0
张家口,张家口,20200301,76.91666666666667
张家口,张家口,20200302,69.375
张家口,张家口,20200303,77.83333333333333
张家口,张家口,20200304,70.0
张家口,张家口,20200305,66.95833333333333
张家口,张家口,20200306,37.166666666666664
张家口,张家口,20200307,68.54166666666667
张家口,张家口,20200308,60.791666666666664
张家口,张家口,20200309,70.66666666666667
张家口,张家口,20200310,71.66666666666667
张家口,张家口,20200311,62.833333333333336
张家口,张家口,20200312,77.45833333333333
张家口,张家口,20200313,74.58333333333333
张家口,张家口,20200314,76.29166666666667
张家口,张家口,20200315,80.95833333333333
张家口,张家口,20200316,71.04166666666667
张家口,张家口,20200317,77.95833333333333
张家口,张家口,20200318,74.76190476190476
张家口,张家口,20200319,83.04166666666667
张家口,张家口,20200320,75.16666666666667
张家口,张家口,20200321,75.0
张家口,张家口,20200322,76.58333333333333
张家口,张家口,20200323,83.54166666666667
张家口,张家口,20200324,105.83333333333333
张家口,张家口,20200325,104.83333333333333
张家口,张家口,20200326,83.0
张家口,张家口,20200327,73.33333333333333
张家口,张家口,20200328,67.95833333333333
张家口,张家口,20200329,72.875
张家口,张家口,20200330,84.16666666666667
张家口,张家口,20200331,78.66666666666667
张家口,张家口,20200401,84.375
张家口,张家口,20200402,72.45833333333333
张家口,张家口,20200403,71.41666666666667
张家口,张家口,20200404,92.33333333333333
张家口,张家口,20200405,84.0
张家口,张家口,20200406,82.5
张家口,张家口,20200407,93.08333333333333
张家口,张家口,20200408,87.33333333333333
张家口,张家口,20200409,93.34782608695652
张家口,张家口,20200410,99.375
张家口,张家口,20200411,84.25
张家口,张家口,20200412,91.5
张家口,张家口,20200413,86.95833333333333
张家口,张家口,20200414,110.20833333333333
张家口,张家口,20200415,111.66666666666667
张家口,张家口,20200416,78.25
张家口,张家口,20200417,117.08333333333333
张家口,张家口,20200418,102.70833333333333
张家口,张家口,20200419,99.54166666666667
张家口,张家口,20200420,86.79166666666667
张家口,张家口,20200421,82.95833333333333
张家口,张家口,20200422,84.5
张家口,张家口,20200423,81.0
张家口,张家口,20200424,88.04166666666667
张家口,张家口,20200425,97.3913043478261
张家口,张家口,20200426,86.375
张家口,张家口,20200427,96.375
张家口,张家口,20200428,106.33333333333333
张家口,张家口,20200429,104.70833333333333
张家口,张家口,20200430,115.70833333333333
张家口,张家口,20200501,114.83333333333333
张家口,张家口,20200502,174.625
张家口,张家口,20200503,109.16666666666667
张家口,张家口,20200504,88.79166666666667
张家口,张家口,20200505,94.41666666666667
张家口,张家口,20200506,115.08333333333333
张家口,张家口,20200507,150.125
张家口,张家口,20200508,103.5
张家口,张家口,20200509,83.95833333333333
张家口,张家口,20200510,78.33333333333333
张家口,张家口,20200511,83.875
张家口,张家口,20200512,90.79166666666667
张家口,张家口,20200513,87.91304347826087
张家口,张家口,20200514,135.125
张家口,张家口,20200515,125.08333333333333
张家口,张家口,20200516,86.16666666666667
张家口,张家口,20200517,60.75
张家口,张家口,20200518,79.66666666666667
张家口,张家口,20200519,91.70833333333333
张家口,张家口,20200520,88.875
张家口,张家口,20200521,98.45833333333333
张家口,张家口,20200522,82.25
张家口,张家口,20200523,67.75
张家口,张家口,20200524,78.91666666666667
张家口,张家口,20200525,67.16666666666667
张家口,张家口,20200526,81.41666666666667
张家口,张家口,20200527,79.625
张家口,张家口,20200528,82.20833333333333
张家口,张家口,20200529,129.75
张家口,张家口,20200530,139.0
张家口,张家口,20200531,79.20833333333333
张家口,张家口,20200601,78.54166666666667
张家口,张家口,20200602,78.29166666666667
张家口,张家口,20200603,83.54166666666667
张家口,张家口,20200604,88.25
张家口,张家口,20200605,130.33333333333334
张家口,张家口,20200606,158.58333333333334
张家口,张家口,20200607,194.375
张家口,张家口,20200608,144.54166666666666
张家口,张家口,20200609,96.91304347826087
张家口,张家口,20200610,98.875
张家口,张家口,20200611,79.0
张家口,张家口,20200612,103.0
张家口,张家口,20200613,92.83333333333333
张家口,张家口,20200614,93.375
张家口,张家口,20200615,96.79166666666667
张家口,张家口,20200616,128.5
张家口,张家口,20200617,129.08333333333334
张家口,张家口,20200618,128.20833333333334
张家口,张家口,20200619,141.20833333333334
张家口,张家口,20200620,164.79166666666666
张家口,张家口,20200621,150.375
张家口,张家口,20200622,137.375
张家口,张家口,20200623,116.83333333333333
张家口,张家口,20200624,138.58333333333334
张家口,张家口,20200625,99.91666666666667
张家口,张家口,20200626,100.375
张家口,张家口,20200627,102.20833333333333
张家口,张家口,20200628,121.08333333333333
张家口,张家口,20200629,122.79166666666667
张家口,张家口,20200630,101.125
张家口,张家口,20200701,108.41666666666667
张家口,张家口,20200702,123.04166666666667
张家口,张家口,20200703,123.04347826086956
张家口,张家口,20200704,93.875
张家口,张家口,20200705,70.58333333333333
张家口,张家口,20200706,77.91666666666667
张家口,张家口,20200707,96.79166666666667
张家口,张家口,20200708,136.45833333333334
张家口,张家口,20200709,130.29166666666666
张家口,张家口,20200710,116.45833333333333
张家口,张家口,20200711,92.79166666666667
张家口,张家口,20200712,85.375
张家口,张家口,20200713,78.08333333333333
张家口,张家口,20200714,102.04166666666667
张家口,张家口,20200715,98.29166666666667
张家口,张家口,20200716,112.45833333333333
张家口,张家口,20200717,108.25
张家口,张家口,20200718,101.58333333333333
张家口,张家口,20200719,64.08333333333333
张家口,张家口,20200720,89.70833333333333
张家口,张家口,20200721,120.91666666666667
张家口,张家口,20200722,146.95833333333334
张家口,张家口,20200723,135.83333333333334
张家口,张家口,20200724,113.75
张家口,张家口,20200725,71.95833333333333
张家口,张家口,20200726,91.0
张家口,张家口,20200727,102.5
张家口,张家口,20200728,90.54166666666667
张家口,张家口,20200729,91.20833333333333
张家口,张家口,20200730,106.625
张家口,张家口,20200731,118.75
张家口,张家口,20200801,72.79166666666667
张家口,张家口,20200802,76.66666666666667
张家口,张家口,20200803,48.625
张家口,张家口,20200804,57.625
张家口,张家口,20200805,91.20833333333333
张家口,张家口,20200806,86.79166666666667
张家口,张家口,20200807,72.58333333333333
张家口,张家口,20200808,107.83333333333333
张家口,张家口,20200809,93.66666666666667
张家口,张家口,20200810,85.41666666666667
张家口,张家口,20200811,64.79166666666667
张家口,张家口,20200812,93.29166666666667
张家口,张家口,20200813,80.29166666666667
张家口,张家口,20200814,85.91666666666667
张家口,张家口,20200815,86.5
张家口,张家口,20200816,81.16666666666667
张家口,张家口,20200817,92.54166666666667
张家口,张家口,20200818,80.25
张家口,张家口,20200819,61.125
张家口,张家口,20200820,62.458333333333336
张家口,张家口,20200821,70.125
张家口,张家口,20200822,91.75
张家口,张家口,20200823,85.58333333333333
张家口,张家口,20200824,83.41666666666667
张家口,张家口,20200825,80.08333333333333
张家口,张家口,20200826,81.04166666666667
张家口,张家口,20200827,76.75
张家口,张家口,20200828,77.91666666666667
张家口,张家口,20200829,88.58333333333333
张家口,张家口,20200830,101.75
张家口,张家口,20200831,59.791666666666664
张家口,张家口,20200901,44.208333333333336
张家口,张家口,20200902,57.208333333333336
张家口,张家口,20200903,55.625
张家口,张家口,20200904,52.625
张家口,张家口,20200905,64.08333333333333
张家口,张家口,20200906,82.875
张家口,张家口,20200907,65.41666666666667
张家口,张家口,20200908,50.625
张家口,张家口,20200909,53.0
张家口,张家口,20200910,44.333333333333336
张家口,张家口,20200911,40.125
张家口,张家口,20200912,53.75
张家口,张家口,20200913,65.875
张家口,张家口,20200914,71.58333333333333
张家口,张家口,20200915,58.875
张家口,张家口,20200916,49.833333333333336
张家口,张家口,20200917,43.875
张家口,张家口,20200918,44.208333333333336
张家口,张家口,20200919,51.916666666666664
张家口,张家口,20200920,73.16666666666667
张家口,张家口,20200921,75.58333333333333
张家口,张家口,20200922,55.875
张家口,张家口,20200923,54.166666666666664
张家口,张家口,20200924,75.20833333333333
张家口,张家口,20200925,62.75
张家口,张家口,20200926,71.73913043478261
张家口,张家口,20200927,100.10526315789474
张家口,张家口,20200928,67.29166666666667
张家口,张家口,20200929,58.5
张家口,张家口,20200930,47.375
张家口,张家口,20201001,60.166666666666664
张家口,张家口,20201002,57.666666666666664
张家口,张家口,20201003,49.291666666666664
张家口,张家口,20201004,52.82608695652174
张家口,张家口,20201005,36.59090909090909
张家口,张家口,20201006,44.166666666666664
张家口,张家口,20201007,54.333333333333336
张家口,张家口,20201008,74.54166666666667
张家口,张家口,20201009,64.125
张家口,张家口,20201010,58.0
张家口,张家口,20201011,66.73913043478261
张家口,张家口,20201012,43.333333333333336
张家口,张家口,20201013,53.333333333333336
张家口,张家口,20201014,46.56521739130435
张家口,张家口,20201015,49.333333333333336
张家口,张家口,20201016,50.875
张家口,张家口,20201017,42.5
张家口,张家口,20201018,53.08695652173913
张家口,张家口,20201019,46.916666666666664
张家口,张家口,20201020,43.666666666666664
张家口,张家口,20201021,59.95454545454545
张家口,张家口,20201022,58.166666666666664
张家口,张家口,20201023,49.04545454545455
张家口,张家口,20201024,45.916666666666664
张家口,张家口,20201025,38.0
张家口,张家口,20201026,63.541666666666664
张家口,张家口,20201027,46.0
张家口,张家口,20201028,40.91304347826087
张家口,张家口,20201029,40.416666666666664
张家口,张家口,20201030,32.666666666666664
张家口,张家口,20201031,44.958333333333336
张家口,张家口,20201101,49.52173913043478
张家口,张家口,20201102,46.041666666666664
张家口,张家口,20201103,35.916666666666664
张家口,张家口,20201104,28.708333333333332
张家口,张家口,20201105,33.791666666666664
张家口,张家口,20201106,61.75
张家口,张家口,20201107,44.416666666666664
张家口,张家口,20201108,44.869565217391305
张家口,张家口,20201109,44.291666666666664
张家口,张家口,20201110,37.0
张家口,张家口,20201111,25.681818181818183
张家口,张家口,20201112,44.875
张家口,张家口,20201113,33.875
张家口,张家口,20201114,22.583333333333332
张家口,张家口,20201115,30.416666666666668
张家口,张家口,20201116,56.291666666666664
张家口,张家口,20201117,31.583333333333332
张家口,张家口,20201118,26.333333333333332
张家口,张家口,20201119,54.041666666666664
张家口,张家口,20201120,50.958333333333336
张家口,张家口,20201121,57.375
张家口,张家口,20201122,54.708333333333336
张家口,张家口,20201123,52.791666666666664
张家口,张家口,20201124,49.27777777777778
张家口,张家口,20201125,68.3913043478261
张家口,张家口,20201126,55.666666666666664
张家口,张家口,20201127,64.08333333333333
张家口,张家口,20201128,51.833333333333336
张家口,张家口,20201129,55.47826086956522
张家口,张家口,20201130,55.0
张家口,张家口,20201201,53.25
张家口,张家口,20201202,64.41666666666667
张家口,张家口,20201203,63.041666666666664
张家口,张家口,20201204,60.125
张家口,张家口,20201205,44.916666666666664
张家口,张家口,20201206,54.791666666666664
张家口,张家口,20201207,62.916666666666664
张家口,张家口,20201208,39.583333333333336
张家口,张家口,20201209,34.833333333333336
张家口,张家口,20201210,49.56521739130435
张家口,张家口,20201211,55.458333333333336
张家口,张家口,20201212,65.125
张家口,张家口,20201213,63.375
张家口,张家口,20201214,53.95652173913044
张家口,张家口,20201215,44.7
张家口,张家口,20201216,45.64705882352941
张家口,张家口,20201217,51.47826086956522
张家口,张家口,20201218,63.375
张家口,张家口,20201219,53.916666666666664
张家口,张家口,20201220,62.625
张家口,张家口,20201221,49.833333333333336
张家口,张家口,20201222,37.666666666666664
张家口,张家口,20201223,61.583333333333336
张家口,张家口,20201224,56.458333333333336
张家口,张家口,20201225,47.69565217391305
张家口,张家口,20201226,32.583333333333336
张家口,张家口,20201227,37.416666666666664
张家口,张家口,20201228,58.166666666666664
张家口,张家口,20201229,58.22727272727273
张家口,张家口,20201230,61.666666666666664
张家口,张家口,20201231,51.0
保定,保定,20200101,10.666666666666666
保定,保定,20200102,8.666666666666666
保定,保定,20200103,7.208333333333333
保定,保定,20200104,9.0
保定,保定,20200105,6.625
保定,保定,20200106,14.708333333333334
保定,保定,20200107,21.791666666666668
保定,保定,20200108,25.208333333333332
保定,保定,20200109,13.125
保定,保定,20200110,17.541666666666668
保定,保定,20200111,16.125
保定,保定,20200112,11.125
保定,保定,20200113,14.25
保定,保定,20200114,23.041666666666668
保定,保定,20200115,18.333333333333332
保定,保定,20200116,14.166666666666666
保定,保定,20200117,11.125
保定,保定,20200118,6.625
保定,保定,20200119,35.75
保定,保定,20200120,31.916666666666668
保定,保定,20200121,14.958333333333334
保定,保定,20200122,31.526315789473685
保定,保定,20200123,37.541666666666664
保定,保定,20200124,52.583333333333336
保定,保定,20200125,32.791666666666664
保定,保定,20200126,43.791666666666664
保定,保定,20200127,47.791666666666664
保定,保定,20200128,50.625
保定,保定,20200129,63.583333333333336
保定,保定,20200130,55.958333333333336
保定,保定,20200131,64.41666666666667
保定,保定,20200201,53.958333333333336
保定,保定,20200202,67.875
保定,保定,20200203,59.041666666666664
保定,保定,20200204,49.666666666666664
保定,保定,20200205,53.125
保定,保定,20200206,42.375
保定,保定,20200207,31.583333333333332
保定,保定,20200208,32.166666666666664
保定,保定,20200209,49.791666666666664
保定,保定,20200210,68.08333333333333
保定,保定,20200211,84.29166666666667
保定,保定,20200212,80.5
保定,保定,20200213,45.125
保定,保定,20200214,39.75
保定,保定,20200215,63.833333333333336
保定,保定,20200216,66.79166666666667
保定,保定,20200217,65.0
保定,保定,20200218,43.583333333333336
保定,保定,20200219,41.291666666666664
保定,保定,20200220,39.5
保定,保定,20200221,43.916666666666664
保定,保定,20200222,73.70833333333333
